,file_name,face_pt1_x_pos,face_pt1_y_pos,face_pt2_x_pos,face_pt2_y_pos,left_eye_pt1_x_pos,left_eye_pt1_y_pos,left_eye_pt2_x_pos,left_eye_pt2_y_pos,right_eye_pt1_x_pos,right_eye_pt1_y_pos,right_eye_pt2_x_pos,right_eye_pt2_y_pos,left_eye_horizontal,left_eye_vertical,right_eye_horizontal,right_eye_vertical,face_detection,left_eye_close,right_eye_close,result_close,face_confidence
0,R_332_50_M_01_M0_G1_C0_01.jpg,139.0,576.0,470.0,1100.0,313.0,645.0,333.0,683.0,271.0,637.0,319.0,679.0,42.941821107167776,12.165525060596439,59.39696961966999,6.082762530298219,1,0,1,0,705
0,R_332_50_M_01_M0_G1_C0_02.jpg,139.0,576.0,470.0,1098.0,309.0,651.0,345.0,680.0,304.0,642.0,336.0,688.0,46.22769732530488,8.94427190999916,46.010868281309364,2.0,1,0,1,0,686
0,R_332_50_M_01_M0_G1_C0_03.jpg,146.0,590.0,460.0,1083.0,302.0,681.0,324.0,693.0,313.0,665.0,357.0,693.0,23.40939982143925,2.0,52.15361924162119,5.0,1,1,1,1,694
0,R_332_50_M_01_M0_G1_C0_04.jpg,148.0,576.0,474.0,1098.0,289.0,668.0,316.0,694.0,332.0,674.0,362.0,703.0,37.48332962798263,5.830951894845301,38.948684188300895,5.656854249492381,1,0,0,0,748
0,R_332_50_M_01_M0_G1_C0_05.jpg,154.0,570.0,468.0,1082.0,300.0,667.0,338.0,689.0,334.0,669.0,365.0,707.0,32.2490309931942,8.06225774829855,39.56008088970496,4.242640687119285,1,0,1,0,798
0,R_332_50_M_01_M0_G1_C0_06.jpg,148.0,583.0,467.0,1090.0,303.0,675.0,335.0,703.0,316.0,658.0,360.0,700.0,42.5205832509386,5.0,56.639209034025185,3.1622776601683795,1,1,1,1,730
0,R_332_50_M_01_M0_G1_C0_07.jpg,150.0,569.0,469.0,1081.0,304.0,663.0,323.0,684.0,333.0,675.0,369.0,692.0,27.018512172212592,3.605551275463989,39.81205847478876,3.1622776601683795,1,0,1,0,790
0,R_332_50_M_01_M0_G1_C0_08.jpg,171.0,578.0,492.0,1074.0,258.0,684.0,284.0,713.0,336.0,682.0,372.0,707.0,37.64306044943742,11.0,41.400483088968905,6.708203932499369,1,0,0,0,820
0,R_332_50_M_01_M0_G1_C0_09.jpg,172.0,590.0,482.0,1076.0,295.0,670.0,351.0,696.0,360.0,655.0,377.0,700.0,61.741396161732524,2.23606797749979,46.84015371452148,5.0990195135927845,1,1,1,1,819
0,R_332_50_M_01_M0_G1_C0_10.jpg,169.0,583.0,486.0,1084.0,335.0,664.0,368.0,675.0,362.0,659.0,401.0,683.0,18.384776310850235,5.0,44.294469180700204,6.082762530298219,1,0,0,0,801
0,R_332_50_M_01_M0_G1_C0_11.jpg,153.0,560.0,476.0,1088.0,262.0,669.0,283.0,695.0,318.0,662.0,360.0,695.0,32.202484376209235,2.8284271247461903,41.400483088968905,3.605551275463989,1,1,1,1,810
